"","num","title","content"
"34",57,"내향직관좀 배우러왔더니 망햇냐","         intj주기능내향직관-인식의 목표는 관찰 대상의 내가 느끼는 가능성위에대한 intj의 감상을 댓글로 써주면 도움이 됨        "
"35",58,"Entp에서 intj로 자꾸 성격이 바뀜","어렸을때 entp 였다가나중에 말수 줄어들면서 intj로 성격 바뀐사람혹시 있음..???"
"36",59,"intj는 다들 부지런하냐?","나는 계획은 세우는데 존나 게을러서 인생 망했다그외에 사고방식은 intj가 맞는거 같음"
"37",60,"오늘 먹은것","아이스크림떡볶이사과하나식빵 한장삶은 계란 한개"
"38",61,"인티제 여성을 만났을때",""
"39",63,"INTJ가 스트레스 받는 상황은","계획이나 생각했던 대로 안 될때가 아닐까돌발 상황이 생기거나 주변에서 내 생각대로 못 하게 하면Intj는 행동을 먼저하지 않기 때문에 고민부터 하느라 스트레스 받음"
"40",71,"여린 사람이 좋다","속이 여려서 눈물도 많고 감성적이고거기에 말 수가 적은 그런 사람이 좋다내 주위에 그런 사람만 있으면 좋겠음"
"41",73,"역시 INTJ갤","밑밑글에 무플인거 족터지네  "
"42",74,"intj에 스스로를 끼워맞추지마","다 보임 자신을 속이지 말자 "
"43",75,"인티제 갤 특","모쏠이 많음."
"44",76,"흙수저 인티제는","인티제는 무조건 능력인데부모가 못 받쳐주면 동급레벨인 놈들이 올라가는 거 지켜만 봐야 함.결국 자기보다 밑 레벨인 애들이랑 같이 있어야한다는 건데계속해서 그거에 대해 컴플렉스 가질 확률도 높음.그걸 이겨내거나아니면 경쟁 없는 무언가를 해야하는 듯.흙수저 인티제는 다른 흙수저 유형보다 억울한 게 있음.능력이 있는데 억제되는 거니까."
"45",77,"이시국에","굳이 긍정적 면을 찾아보자면  "
"46",82,"너무 크리티컬한 성향은 정신건강에 별로야","자기가 평균보다 똑똑하다는 착각에서 벗어나야 함 "
"47",83,"걍 남들이 글 써논거","보는게 잼있다흥미롭다근데 요약본이면 좋겠다간결하게귀찮으니깐"
"48",88,"AB형있음?","         일단 나        "
"49",89,"인티제들아 최근 방문갤 머냐","궁금"
"50",90,"인티제 성격급함?","일처리 내가원하는때까지안되어있으면 "
"51",92,"얘들아 사랑해♡♡","❤❤❤ "
"52",93,"요즘 한국에 파시스트들이 너무 많다","의견이 다른 사람과는 무조건 싸운다. 욕하고 인신공격도 서슴치 않는다. 비판을 수용하지 않고 사상을 지키기 위해서 자기합리화를 하는 데도 양심의 가책을 느끼지 않는다. 자신이 믿고 생각하는 바가 standard이며 나와 생각이 다른 사람을 비정상으로 간주한다.최근 5년 사이에 이런 사람들이 부쩍 많아졌다."
"53",96,"너희도 방정리 잘 하냐","         나는 다른 사람들도 다 자기 방은 정리하고 사는 줄 알았는데막상 주위 보면 나만큼 정리하고 사는 사람 거의 본 적이 없는 것 같음상시 이 상태 보존.INTJ 종특인가        "
"54",99,"생각이 너무 많은 것도 독이다","인티제들은 일단 걱정말고 행동 먼저 해 보는 사고방식을 배워야 한다.왜냐하면 내가 방금 전 까지 내일 세 끼 식사를 뭘 먹어야 질리지 않으면서 영양에도 좋을지 고민했거든.근데 이런건 걍 내일 기분과 상황보고 결정하면 되는데 쓸데없이 시간만 잡아먹는 고민임.또 너무 많은 생각이 독이 되는건 어떤 예상 밖의 기회가 찾아왔을 때.기회는 한 번 놓치면 다음 기회가 올 때 까지 기다려야 하는데내 현재 상황과 앞으로 벌어질 일들을 너무 많이 고민만 하면 아무것도 못함.세상에 아무 장애물 없는 완벽한 기회는 없음. 마음이 끌리는 기회라면 일단 질러놓고 어떻게 대처할지 고민해도 안 늦음."
"55",100,"엔팁 질문잇서요","         intj가 선톡하는건 관심있다는 건가욧        "
"56",108,"불면증 잇는사란","ㅆ1발 죽겟네 술을 달고산다 "
"57",109,"너넨 왜사냐","주어진대로.만족하고 해야할 일을 하는 편이냐 "
"58",110,"ㅎㅇ 엔팁임","인티제 남자에 대해 관심 및 궁금증이 생겨, 갤 방문을 하였다.근데 생각보다 별 얘기 없구나^^;그래서 반대로 나한테 질문하면서 놀아보는걸로 하자^---^엔팁임 질문받음."
"59",114,"니들 직업뭐냐","난 프로그래머 "
"60",115,"여기 잡생각하면서 걸어다니는거 좋아하는 사람있냐","심심하면 나가서 공상하고 고민하는 데 이거 인티제 특이냐 "
"61",116,"나 스스로가 사회성 부족한것 같다고 느끼는데","필요할때가 생길때마다 "
"62",119,"INTJ랑 ISTJ랑 별차이없나","ㅈㄱㄴ "
"63",120,"방정리 얘기 나와서 하는말인데","난 너무 열받거나 스트레스 폭발 직전이 되면 나도 모르게 대청소를 하고 있음.  "
"64",125,"니네 주변에 일못하는새끼있으면 어케함?","무능한데 안빠릿빠릿한애들 ㅇㅇ "
"65",127,"세상에 달관한 듯한 느낌이 드는 게 T의 특성인 줄 알았지","         내가 만사에 스트레스를 안 받는 성격이거든뭔 일이 있고 그게 어쩔 수 없는 일이면 어쩔 수 없으면 어쩔 수 없지 하고 그냥 넘기고 감정적으로 거의 뭘 못 느끼는 편.이번 코로나 사태로 나도 꽤 피해 많이 받았는데 그냥 자연재해인데 어쩔 수 없지 하고 좀 아쉽고 말았음그래서 긍정적으로 보면 누군가를 혐오하게 되는 일도 잘 없음.물론 멍청하고 감정에 휩쓸려 사는 사람 보면 경멸은 하고 되도록 안 보려고 하는데누군가가 싫다거나 화가 난다던지 그런 격정과는 거리가 먼 느낌INTJ들은 다 나같은줄        "
"66",128,"나는 플랜 B,C같은거 잘 안세우는데 지능 부족한 intj냐","워낙 변수가 많아서 내가 집중할 수 있는 계획 외에는 대안이 잘 안보임 "
"67",129,"우울증 잇엇는데 intj의 t도 아래에는 f가 있음","사람은 피도눈물도 없는 로봇이 아님 "
"68",130,"intj 사회성 팁 주자면","술을 마시면 인간적이게 된다 "
"69",131,"난 내가 성격파탄자인줄 알았는데","여기 오니까 나랑 비슷한애들 많네좀 안심되는 느낌임"
"70",134,"타인에게 상냥한 척 하는 거 귀찮다","         존나 무뚝뚝하고 딱딱한 게 본래 성격인데있는 그대로 태도 하면 ㅄ 쿨찐 같으니까 남들에게 적당히 둥글게 행동하려고 노력함근데 진짜 존나 귀찮다. 카톡에 애교 넘치는 이모티콘 넣는 것도 오글거리고 회의감 듬ㅋ 이래서 소수의 사람이랑만 어울리나 봄. 그 소수의 사람들도 사실 연락하기 귀찮고그냥 복권 당첨돼서 집구석에서 조용히 살고 싶다        "
"71",135,"인티제 성격이 ","진짜 연애에까지 도달하기에 힘든 성격아니냐눈도 오지게 높더만. 자기 맘에 안들면 사겨볼까 이런 생각자체를안하고ㅇㅇ 상대가 다가와도 자기가 좋아져야 연애가 된다더라ㅋㅋㅋㅋㅋㅋㅋㅋ깐깐쟁이들그러다가 진짜 좋아진 사람생기면 티 내긴 내냐???ㅋㅋㅋ상상이안됨"
"72",136,"여러번 말해도 못알아쳐먹으면 대가리 깨고싶음","씨발"
"73",137,"인티제 여자가 그렇게 희귀함?","인티제 나왔는데?최근 1년간 쌤이랑 다이 3번깜 ㅅㅂ"
"74",139,"인티제 좋아하는 사람 생기면 스토커 된다는게 사실이냐","어떤식으로 스토킹 하는 거임 대체좋아하는 사람 생기면 어케 함 ? 티는내나..?고백은 함?"
"75",140,"인티제 여러분 팬티 삼각입나요","검은색으로"
"76",141,"인티제가","가끔 칭찬해주는건 진심으로 해주는거에 가까움? 빈말이아니라?ㅋㅋㅋㅋㅋㅋㅋ난 여자고 상대는 남자인티젠데관심이라해야되나 궁금해져서 여기 갤 왔음ㅋㅋㅋ인티제 행동의미 너무 헷갈린다^^^^아님 행동에 오류없이 잘 표현하고있는데 내가 벌써 콩깎지가껴서 개지랄난건가 벌써??ㅋㅋㅋㅋㅋㅋ막 잘해보고싶어서 다가라고싶다기보단 궁금함 ㄷㅋㅋㅋㅋ"
"77",142,"나 intj랑 istp intp랑 구분 못하겠음","E_F_타입이라 그른가 그냥 셋다 무뚝뚝하고 사람 싫어하는 느낌  "
"78",144,"ㅋㅋㅋ 나만 이렇냐","대학새내기로 들어갔는데 동번선배한테 연락왔길래  뭘 어떻게 얘기하고 끝은 대충 어떻게 맺을지 20분은 고민하고 답장해서 대화 시작함.   "
"79",145,"enfp 만나본 적 있냐","어떰? 엔프피 안 만나봐서 상상안감 "
"80",150,"학생땐 진짜 많이참았는데 많이바뀜","난 항상 나한테 완벽을 추구하고 결벽증강박증있는놈인데성격이 맞는말만하고 살아야되는성격인데첫사랑 여친이 여초카페 그자체급성격이고 아이돌빠였음그래서 나랑존나게안맞았거든 감정대로행동하지말고 좀다각적으로 바라보자고 말하면 일베충의심하고 근데 억지로 맞췄음 내가 서로 남고 여고여서 평소엔 못만나서 내가 학원도 같이다니려고 같은곳 등록해서 같이다녔음그렇게 꾸역꾸역살았는데 알고보니 이년이 날 자기인간관계에 이용해먹더라고날 사귄건 친구들한테 자랑처할라고 사귄거였음 다른애들 호의도 다 거절하면서 내가 진짜 성격에도안맞는짓하고 혼자 왕복6시간걸리는곳 가서 선물사달라는거도 사주고지금생각하면 개병신인데 그땐 필사적이었음 거의올인이었음근데이씨발년이 날 이용해먹기만한거고등학생땐 회장이었거든 뭐든 좀 나서서 많이하는타입이었음공부도 좀햇고 그래서 이년이 나좋아하지도않으면서지 남친있고 얘가 나한테 빠져있고 ㅇㅈㄹ 그냥 이용해먹는용도밖에안된거 그년반친구중에 한명이 교외 동아리에서 나랑 아는사이인데 그년이 내얘기하는거 듣다가 이건좀 아닌거같다면서 나한테 따로 알려주더라 알고보니 축제에서 나없을때 다른남자애번호도 땃다함제3자한테 듣자마자 존나충격먹고 그뒤로 쌩까고 6년이지낫는데 번호바꿧는데 어케알았는지 아직도 간간히 찔러보기식 연락쳐보낸다 씹년이딱봐도 나한테한거처럼 주위에지랄하다가 인간관계 씹창난거겠지 더러운년번호도 바꾸고 차단도했는데 카톡아이디를 새로만드는지 어케보내는거야쨋든 그때부터 삶에 태도가달라짐대학드가면서 상대가 뭔가 말을했을때머릿속에 떠오른 생각을 원래는 말을해봤자 상대기분이안좋아질걸 알기때문에 말을 안하고 참았었는데참으니까 시발 집에와서도 계속 생각이나더라고그걸 학생때 존나참다가졸업하고 대학1학년까진 그래도 인싸에섞여서 연기ㅈㄴ하면서 어울리면서 살았는데 그거때매스트레스 받고 친한친구들한테 반동으로 더격하게말하고 그러다가대학2학년부턴 생각들면 그냥 다 말해야겠다 싶어가지고다말하고 다니니까 인간관계 씹 독고다이됨주위에서 막 험담하고 그러진않는데 벽 쌓은느낌으로 살았다근데 이게 오만배는좋다 시발 앞으로 계속 이렇게살다가뒤질때되면 뒤져야지 이제 솔직히 살면서 원하는게없음주변 하는거보면 개빡대가리들 같아서 세상에 미련이없다이제나는 내가 존나 평균이라생각하는데 왜케 주변엔 빡머가리들밖에안보이냐미안하다 쓰다보니까 괜한 화풀이긴해걍 하소연좀 해봤음 먄 올만에 감정버릴데가 여기밖에없네 쏴리"
"81",151,"내가 모임같은데 들어가면 거긴대부분 터짐","우리성격이 그렇자너 허례허식 싫어하고 이론적으로 맞는행동만하고 상대가 말같지도않은 비생산적인일을하거나 감정에만 호소하는소리해서 미개해보이면 지적하고 그러니까거기 원래 체계랑 내 중심체계랑 나뉘게되더라고대학동아리나 겜 길드나 인간관계의 사모임이나근데 내가 워낙 여러발언을많이하다보니 평소에 그 모임사람들한테나 그 전통같은거에 약간씩 갖고있던 불만같은게 다들 있으니까그걸 내가 대신계속 앞에서 살짝씩 지적하니까 나한테 공감해서 파벌같은게생기더라모임이 양분됨 내쪽이랑 원래있던쪽이랑나는 뒷담은 절대안하는데 어느샌가 사람들이 서로 파벌나눠서 뒤에서 싸우더라 그래서 결국 두쪽으로나눠지거나 터져버리는데막상나는 나눠진 그 모임을 지속할생각이없기때문에내가 머하러 귀찮게 그걸지속함 의도한거도아니고그래서 그냥 손떼는데 내 중심으로 모여잇던 사람들이라 그사람들도 다흩어짐ㅋㅋ이건 진짜 의도한게아닌데도 이렇게되더라 그래서 앵간하면 다 혼자해결하려함"
"82",152,"인티제한테 스몰톡 어캐함??","스몰톡 하지마....? "
"83",154,"너네 질 것 같은 경쟁 엄청 싫어하지 않냐?","질 것 같은 싸움과 떨어질 것 같은 대회 등등머릿속에선 내가 안 되는 이유가 이미 다 정리됐기 때문에그런거 하는 거 자체가 너무 싫은거지근데 내 예상 밖의 요인이 있을 때도 있고, 세상만사가 다 논리적이진 않기 때문에 생각 외로 잘 될때도 있음 ㅎ"
"84",155,"장문주의)급식 인티제의 급식생활.txt"," 4학년때 누명써서 맞다이 깠다가 존나혼남 중1때 본능적으로 꼬투리(어처구니가 없어서) 잡다가 애들이랑 존나싸움(애가 착해서 해결됨) 중 3때 담임 지가 사고쳐놓고 애들한테 어떻게 하자 니가 좆같이 행동해놓고 우리한테 도와달라고 했다가 찍힘(실제론 욕은 안함) 그리고 내가 추가 과제물 우리반만 준거 알고 토꼈는데 걸려서 왜 우리반만 하냐고 맞다이깜. 손 안좋아서 깜지 과제물 에바였는데 끝까지 시키드라 결국 병원가서 서류떼서 숙제 끝까지 안함 (그 과제가 교장한테 잘보일려고 우리 시킨거임 선생들 반애들 추가공부 시켜서 1달마다 제출하는게 있었음. 지 과목이 미술이라서 할짓이 없다보니 깜지 6장 하라고함) 이때 학생부 가서 ㅈㄴ 고생해서 그냥 불편해서 그냥 참고사는중 지금도 급식이지만 젤 ㅈ같은건 조별과제 답답해서 몇마디 하면 독박쓰고 혼자해야댐 시발 그래서 아예 처음부터 혼자하겠다고 독박쓰고 하니까 편하드라 애들이랑 싸우는거 힘들어서 연기하면서 사는데 말할데가 없어서 여따가 글씀. 가독성 ㅆㅎㅌㅊ 글 ㅈㄴ 못썼는데 읽어주면 ㄱㅅ"
"85",156,"근데 인티제가 맞다이를 많이 까냐?","난 좆같은일 생겨도귀찮아지기 싫어서 참거나누가 총대 맬때까지 분위기정도만 조장하는데"
"86",161,"Intj-T 여잔데","에니어그램 5w6 나왔다참고로 MBTI 바뀐 적이 한 번도 없어취미가 독서라 급식 때는 도서관 붙박이했어선생들도 꼰대거나 잘못하는 거 있으면 바로 말함지금 대신 직금이라고 말하던 수학 선생한테 꼬박꼬박 고치라는 말 했었음성적만 괜찮으면 터치 안 하길래 그렇게 했음 딱 필요한 만큼만비꼬는 말이나 직설은 잘 하는 편인데 진짜 필요하지 않으면 안 함 쓸데없는 데에 신경 쓰느니 더 생산적인 거나 생각하자는 마인드라서입바른 말은 잘 못하는 편인데 필요하면 하고 칭찬이나 맞장구치는 흉내 내면서 상대방 살핌좋은 반응이면 다음에 써먹고 아니면 더 좋은 방법 찾는 거지 뭐아예 안 하면 여자들 사이에서는 힘들더라 왜 걔가 앞머리 자른 거 눈치채야하냐? 머리 자른 건 결과지 문제가 아니잖아 해결하거나 신경쓸 필요가 없잖아?그거 눈치챈 애들은 나보고 소시오패스 같다는 말 많이 함나도 7번방의 선물 보고 울 줄 아는데...친구는 필요하면 몇몇만 사귀고 고등학교 때까지 유지함대학교 가서도 그나마 다 귀찮아서 연락 끊음대학 와서 연애 딱 한 번 해봤는데 편의점 알바가 너무 재밌어서 계속 하다가 헤어짐남친은 장학생이라 돈버는데 나는 아무것도 못해주는 게 미안해서 알바 뛰다가 연락 뜸했더니 헤어지자고 그래서 그러자고 함이건 내가 나쁜 듯 아무래도 연애할 대가리는 아닌 것 같다는 생각이 들었어그래서 공부만 존나 열심히 하고 있다앞으로 연애할 생각보다 좀 더 공부해서 자격증 많이 따고 취직할 생각만 하고 있어내가 사회성 글러먹은 건 누구보다 잘 알고 있음ㅇㅇ0.8%고 뭐고 앞으로 살아갈 게 막막하다..."
"87",165,"인티제 사회인들 머하면서일하냐","         나 2년동안 서비스업하다가 진짜 좆같아서 떄려치고 새로 직장찾는중인데사람대하는일은 진짜 이 성격때문에 좆같아서 못해먹겠어 미개한놈들존나많아        "
"88",166,"근데 인티제 속은 미쳐있다는게","정확히 어떤거임?당연히 인티제라고 다 똑같다가 아니라 사람마다 다른거겠지만예를들면 인프제같은 경우도 밖은 평범하고 사람 배려 잘해준다고하지만 도어슬램인가 그런거 잘하고 속으론 도덕적으로 위반되는경우의수도 아무렇지않게 생각하고 타당하다고 생각되면 진짜 행동에옮긴다던가ㅇㅇ 그리고 이중인격유형이라는 말도 있으니까 ㅋㅋㅋ인티제가 속은 미쳐있다 이건 윤리적으로 위반되게 미쳤다던가그런건 아니지? 뭐 어떤 느낌으로 미쳐있다는거여?다들 느낌 말해봐 나 진짜 궁금하다본인 엔팁A"
"89",167,"니네 눈치없다는 소리 많이듣냐","나 새내기였을때 아는사람들만 있는 술자리 가있을때 동기가 뜬금없이 부르더니 담배피면서 (나는 비흡연자였음) 지 남친이랑 뭐가 잘 안된다고 막 뭐라 말하는데 그 얘기를 왜 나한테 하냐고 하니까 질질 짜던 애가 갑자기 화내면서 니 눈치없어서 애들 다 싫어한다고 한마디 하고 걍 집가더라 선배들은 나한테 뭐 무슨 일 있었냐고 물어보고이거 내가 찐따라서 그런거임 아니면 걔가 이상한 거임? 갑자기 생각나서 함 써봄"
"90",168,"근데 뒤에 이건 뭐임","INTJ - AA는 뭐임?"
"91",169,"페르소나는 어떻게 만드는 거냐","         진짜 이거 안 만들면 고립돼서 뒤질 듯 ㅋㅋ 솔직히 고립되는 게 좋지만 그게 불가능하니 진짜 어떻게든 만들어야겠다 살기 피곤함        "
"92",172,"동숲 테스트","https://dodamind.kr/test-ds/"
"93",173,"다섯번 다른검사에서도 다 INTJ나온사람인데","성향이란게 물론 있는거 같기는 해근데 나를 주어진 틀에 맞춘다는 느낌이 들기 시작하면서'어 나도 그런데ㅎㅎ'하면서 공감충들 보기가 불편함예로 INTJ끼리 모였을때 예상이라는 글로 망상을 써놨던데애들도 아니고 협소한 생각에 소속감 느끼면서 자위하는걸로 보여"
"94",174,"너희가 궁금해","알고싶어 너네가 어떤애들인지 ㅋㅋ옆에다 끼고 다니고싶다 막 괴롭히로 반응보면서우쭈쭈해주고싶음ㅋㅋㅋㅋㅋㅋㅋㅋㅋ너네 비밀 하나 씩 고해성사 해봐바궁금타"
"95",176,"혹시 너희도 강박증 결벽증리랑 정신병있니","응 "
"96",177,"내주위에 isfp밖에없네 십ㅋㅋㅋㅋ","친한놈들 다 저거네 ㅁㅊㅋㅋ"
"97",182,"intj는 그야말로 소시오패스같음","난 intp인데 한끝차인데 이렇게 다를수가 있냐 "
